sentence_id,word,tag
10,and,O
10,Logrhythm,S-SECTEAM
10,.,O
11,This,O
11,group,O
11,has,O
11,become,O
11,one,O
11,of,O
11,the,O
11,most,O
11,active,O
11,threat,O
11,actors,O
11,",",O
11,with,O
11,noteworthy,O
11,abilities,O
11,",",O
11,resources,O
11,and,O
11,infrastructure,O
11,;,O
11,speculations,O
11,indicate,O
11,the,O
11,hacking,O
11,organization,O
11,to,O
11,be,O
11,sponsored,O
11,by,O
11,the,O
11,Iranian,B-IDTY
11,government,E-IDTY
11,.,O
12,In,O
12,other,O
12,recent,O
12,attacks,O
12,(,O
12,January,B-TIME
12,2017,E-TIME
12,),O
12,",",O
12,the,O
12,group,O
12,used,O
12,a,O
12,fake,O
12,Juniper,B-TOOL
12,Networks,I-TOOL
12,VPN,E-TOOL
12,portal,O
12,and,O
12,fake,O
12,University,B-IDTY
12,of,I-IDTY
12,Oxford,E-IDTY
12,websites,O
12,to,O
12,deliver,O
12,malware,O
12,as,O
12,described,O
12,by,O
12,ClearSky,S-SECTEAM
12,.,O
13,Name,O
13,SHA256,S-ENCR
13,.,O
14,13.doc,S-FILE
14,:,O
14,a9bbbf5e4797d90d579b2cf6f9d61443dff82ead9d9ffd10f3c31b686ccf81ab,S-SHA2
14,.,O
15,558.doc,S-FILE
15,",",O
15,2.doc:,O
15,2869664d456034a611b90500f0503d7d6a64abf62d9f9dd432a8659fa6659a84,S-SHA2
15,.,O
16,1.doc,S-FILE
16,:,O
16,832cc791aad6462687e42e40fd9b261f3d2fbe91c5256241264309a5d437e4d8,S-SHA2
16,.,O
17,3.doc,S-FILE
17,:,O
17,d4eb4035e11da04841087a181c48cd85f75c620a84832375925e6b03973d8e48,S-SHA2
17,.,O
18,The,O
18,most,O
18,notable,O
18,difference,O
18,from,O
18,last,O
18,year,O
18,’s,O
18,OilRig,S-MAL
18,campaign,O
18,is,O
18,the,O
18,way,O
18,the,O
18,attack,O
18,was,O
18,delivered,O
18,.,O
19,In,O
19,the,O
19,previous,O
19,campaign,O
19,",",O
19,the,O
19,Iranian,S-LOC
19,group,O
19,sent,O
19,specially,O
19,crafted,O
19,Excel,S-TOOL
19,and,O
19,Word,S-TOOL
19,files,O
19,",",O
19,which,O
19,contained,O
19,macros,O
19,that,O
19,targeted,O
19,individuals,O
19,were,O
19,convinced,O
19,to,O
19,enable,O
19,.,O
20,Name,O
20,Delivery,O
20,Server,O
20,.,O
21,test4.hta,S-FILE
21,http://comonscar.in,S-URL
21,(,O
21,82.145.40.46,S-IP
21,),O
21,.,O
22,test5.hta,S-FILE
22,80.82.67.42,S-IP
22,.,O
23,test1.hta,S-FILE
23,reserved,O
23,.,O
24,SHA256:,O
24,5ac61ea5142d53412a251eb77f2961e3334a00c83da9087d355a49618220ac43,S-SHA2
24,.,O
25,Name,O
25,SHA256,S-ENCR
25,.,O
26,0011.ps1,S-FILE
26,042F60714E9347DB422E1A3A471DC0301D205FFBD053A4015D2B509DB92029D1,S-SHA2
26,.,O
27,1.vbs,S-FILE
27,BE7F1D411CC4160BB221C7181DA4370972B6C867AF110C12850CAD77981976ED,S-SHA2
27,.,O
28,A,O
28,Glimpse,O
28,into,O
28,Glimpse,S-APT
28,For,O
28,the,O
28,second,O
28,blog,O
28,post,O
28,in,O
28,our,O
28,"series,",O
28,the,O
28,IronNet,B-SECTEAM
28,Threat,I-SECTEAM
28,Research,I-SECTEAM
28,Team,E-SECTEAM
28,examines,O
28,the,O
28,Glimpse,S-MAL
28,malware,O
28,that,O
28,is,O
28,written,O
28,in,O
28,PowerShell,S-TOOL
28,and,O
28,has,O
28,been,O
28,associated,O
28,with,O
28,.,O
29,Our,O
29,first,O
29,post,O
29,about,O
29,analyzing,O
29,malware,O
29,with,O
29,DNS,PROT
29,tunneling,O
29,capabilities,O
29,focuses,O
29,on,O
29,how,O
29,the,O
29,PoisonFrog,S-MAL
29,malware,O
29,uses,O
29,DNS,B-ACT
29,tunneling,E-ACT
29,to,O
29,send,O
29,and,O
29,receive,O
29,victim,O
29,information,O
29,and,O
29,commands,O
29,.,O
30,Glimpse,S-MAL
30,:,O
30,6e86c57385d26a59c0df1580454b9967,S-MD5
30,.,O
31,Glimpse,S-MAL
31,is,O
31,a,O
31,PowerShell,S-TOOL
31,script,O
31,that,O
31,is,O
31,executed,O
31,silently,O
31,by,O
31,Visual,B-TOOL
31,Basic,E-TOOL
31,.,O
32,Based,O
32,on,O
32,the,O
32,"code,",O
32,it,O
32,is,O
32,unclear,O
32,what,O
32,initiates,O
32,the,O
32,Visual,B-TOOL
32,Basic,E-TOOL
32,script,O
32,.,O
33,"However,",O
33,a,O
33,variety,O
33,of,O
33,typical,O
33,persistence,O
33,"mechanisms,",O
33,such,O
33,as,O
33,a,O
33,scheduled,O
33,"task,",O
33,could,O
33,serve,O
33,that,O
33,.,O
34,After,O
34,Glimpse,S-MAL
34,"starts,",O
34,it,O
34,checks,O
34,for,O
34,the,O
34,existence,O
34,of,O
34,a,O
34,directory,O
34,and,O
34,lock,O
34,.,O
35,If,O
35,no,O
35,directory,O
35,or,O
35,lock,O
35,file,O
35,is,O
35,"found,",O
35,Glimpse,S-MAL
35,creates,O
35,.,O
36,"Alternatively,",O
36,if,O
36,these,O
36,do,O
36,exist,O
36,and,O
36,the,O
36,lock,O
36,file,O
36,is,O
36,older,O
36,than,O
36,10,O
36,"minutes,",O
36,the,O
36,lock,O
36,file,O
36,is,O
36,deleted,O
36,and,O
36,the,O
36,previously,O
36,running,O
36,Glimpse,S-MAL
36,script,O
36,is,O
36,.,O
37,After,O
37,the,O
37,initial,O
37,checks,O
37,described,O
37,"above,",O
37,Glimpse,S-MAL
37,creates,O
37,a,O
37,hidden,O
37,file,O
37,that,O
37,contains,O
37,an,O
37,agent,O
37,"ID,",O
37,which,O
37,is,O
37,a,O
37,simple,O
37,concatenation,O
37,of,O
37,a,O
37,random,O
37,number,O
37,10-99,O
37,and,O
37,the,O
37,first,O
37,8,O
37,characters,O
37,of,O
37,a,O
37,GUID,S-TOOL
37,without,O
37,.,O
38,The,O
38,methods,O
38,employed,O
38,by,O
38,Glimpse,S-MAL
38,to,O
38,perform,O
38,DNS,PROT
38,communications,O
38,are,O
38,determined,O
38,by,O
38,the,O
38,mode,O
38,in,O
38,which,O
38,it,O
38,is,O
38,operating,O
38,"(i.e.,",O
38,text,O
38,mode,O
38,or,O
38,ping,O
38,),O
38,.,O
39,In,O
39,text,O
39,"mode,",O
39,Glimpse,S-MAL
39,manually,O
39,builds,B-ACT
39,a,I-ACT
39,DNS,I-ACT
39,query,E-ACT
39,to,O
39,be,O
39,transmitted,O
39,over,O
39,a,O
39,UDP,B-TOOL
39,socket,E-TOOL
39,.,O
40,In,O
40,ping,O
40,"mode,",O
40,Glimpse,S-MAL
40,uses,O
40,a,B-FILE
40,.NET,E-FILE
40,.,O
41,The,O
41,table,O
41,below,O
41,describes,O
41,the,O
41,operational,O
41,"mode,",O
41,record,O
41,types,O
41,"used,",O
41,and,O
41,the,O
41,method,O
41,used,O
41,to,O
41,send,O
41,the,O
41,.,O
42,The,O
42,first,O
42,DNS,PROT
42,query,O
42,by,O
42,Glimpse,S-MAL
42,requests,O
42,the,O
42,mode,O
42,to,O
42,be,O
42,used,O
42,in,O
42,future,O
42,communications,O
42,with,O
42,the,O
42,controller,O
42,"(i.e.,",O
42,ping,O
42,mode,O
42,or,O
42,text,O
42,),O
42,.,O
43,Prior,O
43,to,O
43,making,O
43,any,O
43,"query,",O
43,a,O
43,function,O
43,called,O
43,AdrGen,O
43,is,O
43,used,O
43,to,O
43,build,O
43,a,O
43,query,O
43,.,O
44,This,O
44,function,O
44,takes,O
44,several,O
44,"parameters,",O
44,most,O
44,of,O
44,which,O
44,are,O
44,represented,O
44,in,O
44,the,O
44,subdomain,O
44,label(s),O
44,of,O
44,the,O
44,query,O
44,.,O
45,Below,O
45,is,O
45,a,O
45,list,O
45,of,O
45,AdrGen,O
45,.,O
46,As,O
46,mentioned,O
46,"above,",O
46,one,O
46,of,O
46,the,O
46,parameters,O
46,passed,O
46,to,O
46,the,O
46,AdrGen,O
46,function,O
46,is,O
46,the,O
46,action,O
46,.,O
47,Table,O
47,5:,O
47,Glimpse,S-MAL
47,action,O
47,parameters,O
47,values,O
47,for,O
47,the,O
47,AdrGen,O
47,function,O
47,below,O
47,contains,O
47,the,O
47,possible,O
47,"parameters,",O
47,a,O
47,brief,O
47,"description,",O
47,and,O
47,return,O
47,values,O
47,applicable,O
47,to,O
47,the,O
47,action,O
47,.,O
48,The,O
48,query,O
48,to,O
48,set,O
48,the,O
48,receive,O
48,mode,O
48,expects,O
48,an,O
48,A,O
48,resource,O
48,record,O
48,response,O
48,from,O
48,the,O
48,.,O
49,The,O
49,controller,O
49,will,O
49,respond,O
49,with,O
49,one,O
49,of,O
49,two,O
49,responses:,O
49,99.250.250.199,S-IP
49,will,O
49,set,O
49,the,O
49,receive,O
49,mode,O
49,to,O
49,.,O
50,Any,O
50,other,O
50,IP,O
50,address,O
50,will,O
50,set,O
50,the,O
50,receive,O
50,mode,O
50,to,O
50,"ping,",O
50,although,O
50,the,O
50,server-side,O
50,software,O
50,suggests,O
50,199.250.250.99,S-IP
50,will,O
50,be,O
50,.,O
51,When,O
51,set,O
51,in,O
51,text,O
51,receive,O
51,"mode,",O
51,the,O
51,malware,O
51,uses,O
51,the,O
51,AdrGen,O
51,function,O
51,to,O
51,create,O
51,another,O
51,query,O
51,string,O
51,with,O
51,the,O
51,r,O
51,(receiver),O
51,flag,O
51,and,O
51,a,O
51,W,O
51,(wait),O
51,action,O
51,.,O
52,The,O
52,expected,O
52,TXT,O
52,record,O
52,response,O
52,has,O
52,the,O
52,following,O
52,structure:,O
52,.,O
53,In,O
53,our,O
53,sample,O
53,"traffic,",O
53,the,O
53,TXT,O
53,resource,O
53,record,O
53,returned,O
53,contained:,O
53,.,O
54,This,O
54,response,O
54,tells,O
54,the,O
54,malware,O
54,to,O
54,set,O
54,a,O
54,variable,O
54,for,O
54,the,O
54,file,O
54,name,O
54,to,O
54,receivebox\rcvd10100,S-FILE
54,and,O
54,set,O
54,the,O
54,next,O
54,query,O
54,action,O
54,to,O
54,D,O
54,in,O
54,order,O
54,to,O
54,request,O
54,the,O
54,next,O
54,chunk,O
54,of,O
54,.,O
55,The,O
55,malware,O
55,sends,O
55,another,O
55,TXT,O
55,query,O
55,with,O
55,the,O
55,receiver,O
55,.,O
56,This,O
56,query,O
56,is,O
56,depicted,O
56,below:,O
56,39e9D60005eca60000BCC64T.sample-domain.evil,S-FILE
56,In,O
56,the,O
56,case,O
56,of,O
56,our,O
56,sample,O
56,"traffic,",O
56,the,O
56,server,O
56,responded,O
56,with,O
56,the,O
56,following,O
56,TXT,O
56,resource,O
56,record,O
56,data:,O
56,.,O
57,The,O
57,controller,O
57,provided,O
57,the,O
57,malware,O
57,with,O
57,base64-encoded,S-ENCR
57,data,O
57,to,O
57,be,O
57,.,O
58,The,O
58,data,O
58,will,O
58,eventually,O
58,be,O
58,written,O
58,to,O
58,disk,O
58,and,O
58,the,O
58,malware,O
58,sets,O
58,the,O
58,next,O
58,query,O
58,action,O
58,to,O
58,D,O
58,in,O
58,order,O
58,to,O
58,request,O
58,the,O
58,next,O
58,chunk,O
58,of,O
58,.,O
59,The,O
59,decoded,O
59,data,O
59,shows,O
59,a,O
59,command,O
59,to,O
59,be,O
59,executed,B-ACT
59,whoami&ipconfig,I-ACT
59,/all,E-ACT
59,on,O
59,the,O
59,victim,O
59,.,O
60,The,O
60,malware,O
60,sends,O
60,another,O
60,TXT,O
60,query,O
60,with,O
60,the,O
60,receiver,O
60,"structure,",O
60,as,O
60,depicted,O
60,.,O
61,Note,O
61,the,O
61,request,O
61,number,O
61,parameter,O
61,is,O
61,now,O
61,0001:,O
61,39e965e000caD60001679C79T.sample-domain.evil,S-FILE
61,.,O
62,The,O
62,TXT,O
62,record,O
62,returned,O
62,contained,O
62,data:,O
62,E0000>0,O
62,.,O
63,The,O
63,controller,O
63,issued,O
63,the,O
63,command,O
63,to,O
63,write,O
63,the,O
63,base64-decoded,O
63,and,O
63,modified,O
63,data,O
63,to,O
63,the,O
63,file,O
63,name,O
63,set,O
63,earlier,O
63,in,O
63,the,O
63,exchange,O
63,.,O
64,After,O
64,the,O
64,file,O
64,is,O
64,"written,",O
64,the,O
64,malware,O
64,moves,O
64,on,O
64,to,O
64,process,O
64,operations,O
64,.,O
65,Glimpse,S-MAL
65,can,O
65,be,O
65,set,O
65,to,O
65,use,O
65,ping,O
65,mode,O
65,in,O
65,several,O
65,ways,O
65,while,O
65,performing,O
65,receive,O
65,operations,O
65,.,O
66,If,O
66,a,O
66,query,O
66,with,O
66,the,O
66,M,O
66,action,O
66,returns,O
66,an,O
66,IP,O
66,address,O
66,that,O
66,is,O
66,not,O
66,99.250.250.199,S-IP
66,",",O
66,the,O
66,malware,O
66,will,O
66,use,O
66,ping,O
66,mode,O
66,.,O
67,It,O
67,is,O
67,worth,O
67,noting,O
67,that,O
67,the,O
67,IP,O
67,response,O
67,observed,O
67,to,O
67,set,O
67,ping,O
67,mode,O
67,was,O
67,the,O
67,reverse,O
67,of,O
67,the,O
67,IP,O
67,used,O
67,to,O
67,set,O
67,text,O
67,mode,O
67,"(i.e.,",O
67,199.250.250.99,S-IP
67,),O
67,.,O
68,Ping,O
68,mode,O
68,will,O
68,also,O
68,be,O
68,set,O
68,if,O
68,exceptions,O
68,occur,O
68,more,O
68,than,O
68,three,O
68,times,O
68,during,O
68,text,O
68,.,O
69,In,O
69,the,O
69,latter,O
69,"case,",O
69,the,O
69,P,O
69,action,O
69,is,O
69,passed,O
69,as,O
69,one,O
69,of,O
69,the,O
69,parameters,O
69,to,O
69,AdrGen,O
69,and,O
69,the,O
69,query,O
69,is,O
69,made,O
69,for,O
69,an,O
69,A,O
69,resource,O
69,record,O
69,using,O
69,the,O
69,[System.Net.Dns]::GetHostAddresses,O
69,.,O
70,If,O
70,performing,O
70,receive,O
70,operations,O
70,in,O
70,ping,O
70,"mode,",O
70,Glimpse,S-MAL
70,makes,O
70,a,O
70,query,O
70,with,O
70,the,O
70,0,O
70,action,O
70,to,O
70,contact,O
70,the,O
70,controller,O
70,for,O
70,.,O
71,This,O
71,query,O
71,uses,O
71,a,O
71,receive,O
71,structure,O
71,similar,O
71,to,O
71,an,O
71,M,O
71,action;,O
71,it,O
71,is,O
71,worth,O
71,noting,O
71,all,O
71,of,O
71,the,O
71,receiver,O
71,operation,O
71,queries,O
71,made,O
71,in,O
71,ping,O
71,mode,O
71,use,O
71,the,O
71,[System.Net.Dns]::GetHostAddresses,O
71,.,O
72,In,O
72,our,O
72,"sample,",O
72,after,O
72,the,O
72,malware,O
72,sent,O
72,the,O
72,0,O
72,"action,",O
72,the,O
72,controller,O
72,responded,O
72,with,O
72,an,O
72,A,O
72,record,O
72,containing,O
72,24.125.10.140,S-IP
72,.,O
73,This,O
73,response,O
73,tells,O
73,the,O
73,malware,O
73,to:,O
73,Set,O
73,the,O
73,file,O
73,name,O
73,for,O
73,the,O
73,data,O
73,that,O
73,will,O
73,follow,O
73,to,O
73,"10140,",O
73,Set,O
73,the,O
73,part,O
73,number,O
73,to,O
73,"0,",O
73,Parse,O
73,response,O
73,"data,",O
73,Set,O
73,a,O
73,1,O
73,action,O
73,for,O
73,the,O
73,next,O
73,.,O
74,Query:,O
74,00039e9650eca66C06T.sample-domain.evil,S-FILE
74,",",O
74,Response:,O
74,24.125.10.140,S-IP
74,",",O
74,File,O
74,name:,O
74,"10140,",O
74,Query:,O
74,139e965e000ca6D2C80T.sample-domain.evil,S-FILE
74,",",O
74,Response:,O
74,110.101.116.0,S-IP
74,",",O
74,Query:,O
74,00339e965e1ca6EF4C07T.sample-domain.evil,S-FILE
74,",",O
74,Response:,O
74,32.117.115.3,S-IP
74,",",O
74,Query:,O
74,30069e,O
74,"1965eca6FE8C13T.sample-domain.evil,",O
74,Response:,O
74,101.114.32.6,S-IP
74,",",O
74,Query:,O
74,391,B-FILE
74,e960095eca63570BC62T.sample-domain.evil,E-FILE
74,",",O
74,Response:,O
74,1.2.3.0,S-IP
74,.,O
75,In,O
75,this,O
75,"case,",O
75,the,O
75,content,O
75,net,O
75,user,O
75,is,O
75,written,O
75,to,O
75,.,O
76,After,O
76,writing,O
76,the,O
76,data,O
76,to,O
76,"disk,",O
76,receiver,O
76,operations,O
76,are,O
76,complete,O
76,and,O
76,processor,O
76,operations,O
76,.,O
77,After,O
77,writing,O
77,the,O
77,data,O
77,received,O
77,from,O
77,the,O
77,"controller,",O
77,a,O
77,function,O
77,is,O
77,called,O
77,to,O
77,process,O
77,the,O
77,received,O
77,.,O
78,The,O
78,processor,O
78,function,O
78,builds,O
78,a,O
78,list,O
78,of,O
78,files,O
78,from,O
78,the,O
78,files,O
78,with,O
78,content,O
78,that,O
78,match,O
78,rcvd*,O
78,in,O
78,the,O
78,receivebox,O
78,.,O
79,Similar,O
79,to,O
79,PoisonFrog,S-MAL
79,",",O
79,the,O
79,last,O
79,digit,O
79,of,O
79,the,O
79,received,O
79,file,O
79,name,O
79,determines,O
79,how,O
79,the,O
79,content,O
79,of,O
79,the,O
79,file,O
79,is,O
79,.,O
80,In,O
80,our,O
80,sample,O
80,"traffic,",O
80,after,O
80,executing,O
80,the,O
80,commands,O
80,sent,O
80,via,O
80,cmd.exe,S-FILE
80,",",O
80,Glimpse,S-MAL
80,writes,O
80,the,O
80,output,O
80,of,O
80,the,O
80,commands,O
80,in,O
80,the,O
80,sendbox,O
80,directory,O
80,to,O
80,the,O
80,appropriate,O
80,file,O
80,names,O
80,"(e.g.,",O
80,10100,O
80,or,O
80,10140),O
80,prepended,O
80,with,O
80,proc,O
80,"(e.g.,",O
80,),O
80,.,O
81,Once,O
81,"written,",O
81,the,O
81,send,O
81,operations,O
81,.,O
82,Similar,O
82,to,O
82,text,O
82,mode,O
82,"receiver,",O
82,after,O
82,AdrGen,S-MAL
82,builds,O
82,the,O
82,"string,",O
82,a,O
82,function,O
82,to,O
82,manually,O
82,build,O
82,and,O
82,send,O
82,the,O
82,DNS,PROT
82,query,O
82,packet,O
82,is,O
82,.,O
83,The,O
83,text,O
83,mode,O
83,sender,O
83,uses,O
83,the,O
83,same,O
83,hardcoded,O
83,transaction,O
83,ID,O
83,0xa4a3;,O
83,"however,",O
83,instead,O
83,of,O
83,sending,O
83,queries,O
83,for,O
83,TXT,O
83,resource,O
83,"records,",O
83,the,O
83,malware,O
83,uses,O
83,A,O
83,resource,O
83,.,O
84,As,O
84,with,O
84,the,O
84,text,O
84,mode,O
84,"receiver,",O
84,the,O
84,query,O
84,is,O
84,made,O
84,with,O
84,a,O
84,direct,O
84,connection,O
84,to,O
84,the,O
84,controller,O
84,IP,O
84,address,O
84,as,O
84,opposed,O
84,to,O
84,allowing,O
84,the,O
84,query,O
84,to,O
84,propagate,O
84,the,O
84,native,O
84,DNS,PROT
84,.,O
85,If,O
85,the,O
85,send,O
85,function,O
85,is,O
85,being,O
85,invoked,O
85,in,O
85,ping,O
85,"mode,",O
85,the,O
85,process,O
85,described,O
85,above,O
85,is,O
85,followed;,O
85,"however,",O
85,instead,O
85,of,O
85,manually,O
85,building,O
85,and,O
85,transmitting,O
85,the,O
85,DNS,PROT
85,"query,",O
85,the,O
85,[System.Net.Dns]::GetHostAddresses,O
85,method,O
85,is,O
85,.,O
86,With,O
86,that,O
86,"method,",O
86,the,O
86,malware’s,O
86,query,O
86,will,O
86,traverse,O
86,the,O
86,native,O
86,DNS,PROT
86,architecture,O
86,as,O
86,opposed,O
86,to,O
86,the,O
86,victim,O
86,making,O
86,a,O
86,direct,O
86,connection,O
86,to,O
86,the,O
86,.,O
87,The,O
87,send,O
87,function,O
87,uses,O
87,several,O
87,counters,O
87,to,O
87,maintain,O
87,various,O
87,pieces,O
87,of,O
87,information,O
87,used,O
87,to,O
87,control,O
87,the,O
87,flow,O
87,of,O
87,.,O
88,An,O
88,exception,O
88,counter,O
88,is,O
88,used,O
88,to,O
88,track,O
88,the,O
88,number,O
88,of,O
88,exceptions,O
88,and,O
88,will,O
88,exit,O
88,the,O
88,send,O
88,loop,O
88,if,O
88,a,O
88,threshold,O
88,is,O
88,.,O
89,The,O
89,send,O
89,counter,O
89,is,O
89,used,O
89,to,O
89,track,O
89,the,O
89,number,O
89,of,O
89,chunks,O
89,sent,O
89,to,O
89,the,O
89,.,O
90,An,O
90,additional,O
90,counter,O
90,exists,O
90,to,O
90,handle,O
90,cases,O
90,where,O
90,the,O
90,file,O
90,being,O
90,sent,O
90,is,O
90,larger,O
90,than,O
90,250,O
90,.,O
91,The,O
91,send,O
91,counter,O
91,is,O
91,initialized,O
91,to,O
91,0,O
91,and,O
91,read,O
91,from,O
91,the,O
91,fourth,O
91,octet,O
91,of,O
91,the,O
91,A,O
91,record,O
91,returned,O
91,by,O
91,the,O
91,.,O
92,The,O
92,send,O
92,counter,O
92,is,O
92,also,O
92,passed,O
92,to,O
92,the,O
92,AdrGen,S-MAL
92,function,O
92,as,O
92,the,O
92,part,O
92,number,O
92,parameter,O
92,and,O
92,is,O
92,visible,O
92,in,O
92,the,O
92,query,O
92,string,O
92,as,O
92,depicted,O
92,below:,O
92,Query:,O
92,239e965ec000a60000B6C90T.COCTab33333233332222222222222222210100A3280AAAAAAAAAAAAAAAAA.33333210100A.sample-domain.evil,S-FILE
92,",",O
92,Response:,O
92,39.2.3.1,S-IP
92,",",O
92,Query:,O
92,230019e965eca60000A16DC20T.EBB466767667256666772556776662FBFD932F3F64079E4F730B65239FE0.33333210100A.sample-domain.evil,S-FILE
92,",",O
92,Response:,O
92,39.2.3.2,S-IP
92,",",O
92,Query:,O
92,392e002965eca60000C6D18C42T.33232333332333500262233332466710E0E18362E239DDA839020190D932.33333210100A.sample-domain.evil,S-FILE
92,.,O
93,When,O
93,the,O
93,send,O
93,loop,O
93,has,O
93,fewer,O
93,than,O
93,60,O
93,bytes,O
93,to,O
93,send,O
93,"(e.g.,",O
93,a,O
93,small,O
93,file,O
93,or,O
93,the,O
93,last,O
93,part,O
93,of,O
93,a,O
93,"file),",O
93,the,O
93,send,O
93,function,O
93,transmits,O
93,the,O
93,remaining,O
93,bytes,O
93,with,O
93,a,O
93,shorter,O
93,data,O
93,.,O
94,When,O
94,there,O
94,are,O
94,no,O
94,more,O
94,bytes,O
94,to,O
94,"send,",O
94,a,O
94,hardcoded,O
94,file,O
94,end,O
94,marker,O
94,COCTabCOCT,O
94,is,O
94,sent,O
94,in,O
94,the,O
94,data,O
94,section,O
94,and,O
94,the,O
94,send,O
94,loop,O
94,will,O
94,be,O
94,.,O
95,The,O
95,controller,O
95,responds,O
95,with,O
95,the,O
95,253.25.42.87,S-IP
95,A,O
95,record,O
95,.,O
96,Query:,O
96,239055e965eca60000CC30T.66654667676673003300C93CC92212953EDACEDA.33333210100A.sample-domain.evil,S-FILE
96,",",O
96,Response:,O
96,39.2.3.56,S-IP
96,",",O
96,Query:,O
